Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Accrual Date
AAPL,APPLE INC,Information Technology,Equity,"33,711,119,642.20",6.89,"33,711,119,642.20","155,000,780.00",217.49,United States,NASDAQ,USD,1.00,--
MSFT,MICROSOFT CORP,Information Technology,Equity,"33,439,844,286.40",6.84,"33,439,844,286.40","79,923,146.00",418.40,United States,NASDAQ,USD,1.00,--
NVDA,NVIDIA CORP,Information Technology,Equity,"29,700,030,738.56",6.07,"29,700,030,738.56","264,517,552.00",112.28,United States,NASDAQ,USD,1.00,--
AMZN,AMAZON COM INC,Consumer Discretionary,Equity,"17,711,374,771.20",3.62,"17,711,374,771.20","98,478,592.00",179.85,United States,NASDAQ,USD,1.00,--
META,META PLATFORMS INC CLASS A,Communication,Equity,"10,684,890,484.66",2.19,"10,684,890,484.66","23,565,626.00",453.41,United States,NASDAQ,USD,1.00,--
GOOGL,ALPHABET INC CLASS A,Communication,Equity,"10,566,364,485.36",2.16,"10,566,364,485.36","63,165,737.00",167.28,United States,NASDAQ,USD,1.00,--
GOOG,ALPHABET INC CLASS C,Communication,Equity,"8,889,349,034.52",1.82,"8,889,349,034.52","52,549,947.00",169.16,United States,NASDAQ,USD,1.00,--
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,Equity,"8,435,108,604.78",1.73,"8,435,108,604.78","19,467,582.00",433.29,United States,New York Stock Exchange Inc.,USD,1.00,--
LLY,ELI LILLY,Health Care,Equity,"7,049,838,136.95",1.44,"7,049,838,136.95","8,584,905.00",821.19,United States,New York Stock Exchange Inc.,USD,1.00,--
AVGO,BROADCOM INC,Information Technology,Equity,"6,991,821,106.84",1.43,"6,991,821,106.84","46,843,234.00",149.26,United States,NASDAQ,USD,1.00,--
TSLA,TESLA INC,Consumer Discretionary,Equity,"6,571,501,018.50",1.34,"6,571,501,018.50","29,836,554.00",220.25,United States,NASDAQ,USD,1.00,--
JPM,JPMORGAN CHASE & CO,Financials,Equity,"6,443,821,206.13",1.32,"6,443,821,206.13","30,880,439.00",208.67,United States,New York Stock Exchange Inc.,USD,1.00,--
XOM,EXXON MOBIL CORP,Energy,Equity,"5,664,723,267.07",1.16,"5,664,723,267.07","48,239,149.00",117.43,United States,New York Stock Exchange Inc.,USD,1.00,--
UNH,UNITEDHEALTH GROUP INC,Health Care,Equity,"5,539,390,824.00",1.13,"5,539,390,824.00","9,897,425.00",559.68,United States,New York Stock Exchange Inc.,USD,1.00,--
V,VISA INC CLASS A,Financials,Equity,"4,295,228,508.24",0.88,"4,295,228,508.24","16,927,676.00",253.74,United States,New York Stock Exchange Inc.,USD,1.00,--
PG,PROCTER & GAMBLE,Consumer Staples,Equity,"4,235,838,550.00",0.87,"4,235,838,550.00","25,379,500.00",166.90,United States,New York Stock Exchange Inc.,USD,1.00,--
JNJ,JOHNSON & JOHNSON,Health Care,Equity,"4,131,499,642.92",0.85,"4,131,499,642.92","25,880,103.00",159.64,United States,New York Stock Exchange Inc.,USD,1.00,--
COST,COSTCO WHOLESALE CORP,Consumer Staples,Equity,"3,891,454,850.40",0.80,"3,891,454,850.40","4,769,232.00",815.95,United States,NASDAQ,USD,1.00,--
MA,MASTERCARD INC CLASS A,Financials,Equity,"3,792,816,823.20",0.78,"3,792,816,823.20","8,828,717.00",429.60,United States,New York Stock Exchange Inc.,USD,1.00,--
HD,HOME DEPOT INC,Consumer Discretionary,Equity,"3,765,047,565.58",0.77,"3,765,047,565.58","10,657,102.00",353.29,United States,New York Stock Exchange Inc.,USD,1.00,--
ABBV,ABBVIE INC,Health Care,Equity,"3,459,273,858.54",0.71,"3,459,273,858.54","18,989,262.00",182.17,United States,New York Stock Exchange Inc.,USD,1.00,--
MRK,MERCK & CO INC,Health Care,Equity,"3,427,968,874.65",0.70,"3,427,968,874.65","27,238,529.00",125.85,United States,New York Stock Exchange Inc.,USD,1.00,--
WMT,WALMART INC,Consumer Staples,Equity,"3,216,404,130.12",0.66,"3,216,404,130.12","45,935,506.00",70.02,United States,New York Stock Exchange Inc.,USD,1.00,--
BAC,BANK OF AMERICA CORP,Financials,Equity,"3,049,463,141.04",0.62,"3,049,463,141.04","73,163,703.00",41.68,United States,New York Stock Exchange Inc.,USD,1.00,--
NFLX,NETFLIX INC,Communication,Equity,"2,938,088,987.68",0.60,"2,938,088,987.68","4,633,552.00",634.09,United States,NASDAQ,USD,1.00,--
CVX,CHEVRON CORP,Energy,Equity,"2,903,622,890.80",0.59,"2,903,622,890.80","18,431,020.00",157.54,United States,New York Stock Exchange Inc.,USD,1.00,--
KO,COCA-COLA,Consumer Staples,Equity,"2,754,646,995.92",0.56,"2,754,646,995.92","41,692,856.00",66.07,United States,New York Stock Exchange Inc.,USD,1.00,--
CRM,SALESFORCE INC,Information Technology,Equity,"2,679,179,018.56",0.55,"2,679,179,018.56","10,444,328.00",256.52,United States,New York Stock Exchange Inc.,USD,1.00,--
ADBE,ADOBE INC,Information Technology,Equity,"2,563,727,879.85",0.52,"2,563,727,879.85","4,817,679.00",532.15,United States,NASDAQ,USD,1.00,--
PEP,PEPSICO INC,Consumer Staples,Equity,"2,528,306,492.78",0.52,"2,528,306,492.78","14,783,689.00",171.02,United States,NASDAQ,USD,1.00,--
TMO,THERMO FISHER SCIENTIFIC INC,Health Care,Equity,"2,440,259,607.00",0.50,"2,440,259,607.00","4,104,726.00",594.50,United States,New York Stock Exchange Inc.,USD,1.00,--
AMD,ADVANCED MICRO DEVICES INC,Information Technology,Equity,"2,404,145,037.84",0.49,"2,404,145,037.84","17,381,037.00",138.32,United States,NASDAQ,USD,1.00,--
ORCL,ORACLE CORP,Information Technology,Equity,"2,362,597,128.78",0.48,"2,362,597,128.78","17,142,629.00",137.82,United States,New York Stock Exchange Inc.,USD,1.00,--
LIN,LINDE PLC,Materials,Equity,"2,290,175,358.38",0.47,"2,290,175,358.38","5,169,346.00",443.03,United States,NASDAQ,USD,1.00,--
WFC,WELLS FARGO,Financials,Equity,"2,238,158,970.00",0.46,"2,238,158,970.00","37,490,100.00",59.70,United States,New York Stock Exchange Inc.,USD,1.00,--
ACN,ACCENTURE PLC CLASS A,Information Technology,Equity,"2,231,933,067.00",0.46,"2,231,933,067.00","6,760,975.00",330.12,United States,New York Stock Exchange Inc.,USD,1.00,--
QCOM,QUALCOMM INC,Information Technology,Equity,"2,108,589,267.71",0.43,"2,108,589,267.71","12,022,289.00",175.39,United States,NASDAQ,USD,1.00,--
CSCO,CISCO SYSTEMS INC,Information Technology,Equity,"2,056,968,580.08",0.42,"2,056,968,580.08","43,542,942.00",47.24,United States,NASDAQ,USD,1.00,--
ABT,ABBOTT LABORATORIES,Health Care,Equity,"1,982,197,534.56",0.41,"1,982,197,534.56","18,707,036.00",105.96,United States,New York Stock Exchange Inc.,USD,1.00,--
MCD,MCDONALDS CORP,Consumer Discretionary,Equity,"1,948,783,567.50",0.40,"1,948,783,567.50","7,749,875.00",251.46,United States,New York Stock Exchange Inc.,USD,1.00,--
GE,GE AEROSPACE,Industrials,Equity,"1,938,282,651.03",0.40,"1,938,282,651.03","11,770,709.00",164.67,United States,New York Stock Exchange Inc.,USD,1.00,--
TXN,TEXAS INSTRUMENT INC,Information Technology,Equity,"1,930,276,132.15",0.39,"1,930,276,132.15","9,790,901.00",197.15,United States,NASDAQ,USD,1.00,--
AMGN,AMGEN INC,Health Care,Equity,"1,928,399,521.00",0.39,"1,928,399,521.00","5,768,470.00",334.30,United States,NASDAQ,USD,1.00,--
DHR,DANAHER CORP,Health Care,Equity,"1,914,593,465.16",0.39,"1,914,593,465.16","7,088,724.00",270.09,United States,New York Stock Exchange Inc.,USD,1.00,--
IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,Equity,"1,896,432,386.38",0.39,"1,896,432,386.38","9,878,281.00",191.98,United States,New York Stock Exchange Inc.,USD,1.00,--
PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,Equity,"1,892,348,325.60",0.39,"1,892,348,325.60","16,716,858.00",113.20,United States,New York Stock Exchange Inc.,USD,1.00,--
INTU,INTUIT INC,Information Technology,Equity,"1,885,765,593.12",0.39,"1,885,765,593.12","3,010,866.00",626.32,United States,NASDAQ,USD,1.00,--
PFE,PFIZER INC,Health Care,Equity,"1,839,034,053.96",0.38,"1,839,034,053.96","60,935,522.00",30.18,United States,New York Stock Exchange Inc.,USD,1.00,--
NOW,SERVICENOW INC,Information Technology,Equity,"1,827,037,718.56",0.37,"1,827,037,718.56","2,204,464.00",828.79,United States,New York Stock Exchange Inc.,USD,1.00,--
CAT,CATERPILLAR INC,Industrials,Equity,"1,810,677,143.00",0.37,"1,810,677,143.00","5,259,010.00",344.30,United States,New York Stock Exchange Inc.,USD,1.00,--
VZ,VERIZON COMMUNICATIONS INC,Communication,Equity,"1,808,302,832.45",0.37,"1,808,302,832.45","45,264,151.00",39.95,United States,New York Stock Exchange Inc.,USD,1.00,--
AMAT,APPLIED MATERIAL INC,Information Technology,Equity,"1,807,706,742.48",0.37,"1,807,706,742.48","8,934,889.00",202.32,United States,NASDAQ,USD,1.00,--
DIS,WALT DISNEY,Communication,Equity,"1,748,880,422.85",0.36,"1,748,880,422.85","19,604,085.00",89.21,United States,New York Stock Exchange Inc.,USD,1.00,--
GS,GOLDMAN SACHS GROUP INC,Financials,Equity,"1,705,068,347.30",0.35,"1,705,068,347.30","3,467,630.00",491.71,United States,New York Stock Exchange Inc.,USD,1.00,--
ISRG,INTUITIVE SURGICAL INC,Health Care,Equity,"1,665,856,071.78",0.34,"1,665,856,071.78","3,814,297.00",436.74,United States,NASDAQ,USD,1.00,--
SPGI,S&P GLOBAL INC,Financials,Equity,"1,663,639,743.21",0.34,"1,663,639,743.21","3,442,037.00",483.33,United States,New York Stock Exchange Inc.,USD,1.00,--
NEE,NEXTERA ENERGY INC,Utilities,Equity,"1,622,545,244.64",0.33,"1,622,545,244.64","22,093,481.00",73.44,United States,New York Stock Exchange Inc.,USD,1.00,--
RTX,RTX CORP,Industrials,Equity,"1,622,252,789.85",0.33,"1,622,252,789.85","14,296,755.00",113.47,United States,New York Stock Exchange Inc.,USD,1.00,--
CMCSA,COMCAST CORP CLASS A,Communication,Equity,"1,609,558,578.08",0.33,"1,609,558,578.08","42,090,967.00",38.24,United States,NASDAQ,USD,1.00,--
UNP,UNION PACIFIC CORP,Industrials,Equity,"1,544,109,697.80",0.32,"1,544,109,697.80","6,560,908.00",235.35,United States,New York Stock Exchange Inc.,USD,1.00,--
T,AT&T INC,Communication,Equity,"1,479,629,962.61",0.30,"1,479,629,962.61","77,104,219.00",19.19,United States,New York Stock Exchange Inc.,USD,1.00,--
UBER,UBER TECHNOLOGIES INC,Industrials,Equity,"1,477,142,366.14",0.30,"1,477,142,366.14","22,469,461.00",65.74,United States,New York Stock Exchange Inc.,USD,1.00,--
AXP,AMERICAN EXPRESS,Financials,Equity,"1,467,645,349.08",0.30,"1,467,645,349.08","6,110,606.00",240.18,United States,New York Stock Exchange Inc.,USD,1.00,--
LOW,LOWES COMPANIES INC,Consumer Discretionary,Equity,"1,444,515,628.69",0.30,"1,444,515,628.69","6,152,897.00",234.77,United States,New York Stock Exchange Inc.,USD,1.00,--
INTC,INTEL CORPORATION CORP,Information Technology,Equity,"1,423,678,663.90",0.29,"1,423,678,663.90","45,777,449.00",31.10,United States,NASDAQ,USD,1.00,--
HON,HONEYWELL INTERNATIONAL INC,Industrials,Equity,"1,417,626,567.30",0.29,"1,417,626,567.30","7,002,354.00",202.45,United States,NASDAQ,USD,1.00,--
COP,CONOCOPHILLIPS,Energy,Equity,"1,396,375,567.83",0.29,"1,396,375,567.83","12,576,561.00",111.03,United States,New York Stock Exchange Inc.,USD,1.00,--
MS,MORGAN STANLEY,Financials,Equity,"1,393,579,269.48",0.29,"1,393,579,269.48","13,456,733.00",103.56,United States,New York Stock Exchange Inc.,USD,1.00,--
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,Equity,"1,366,070,726.00",0.28,"1,366,070,726.00","2,775,100.00",492.26,United States,NASDAQ,USD,1.00,--
TJX,TJX INC,Consumer Discretionary,Equity,"1,355,086,117.20",0.28,"1,355,086,117.20","12,178,360.00",111.27,United States,New York Stock Exchange Inc.,USD,1.00,--
PGR,PROGRESSIVE CORP,Financials,Equity,"1,340,116,738.33",0.27,"1,340,116,738.33","6,298,429.00",212.77,United States,New York Stock Exchange Inc.,USD,1.00,--
BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,Equity,"1,335,069,325.80",0.27,"1,335,069,325.80","364,785.00","3,659.88",United States,NASDAQ,USD,1.00,--
C,CITIGROUP INC,Financials,Equity,"1,320,330,211.49",0.27,"1,320,330,211.49","20,511,577.00",64.37,United States,New York Stock Exchange Inc.,USD,1.00,--
ELV,ELEVANCE HEALTH INC,Health Care,Equity,"1,284,666,860.18",0.26,"1,284,666,860.18","2,499,206.00",514.03,United States,New York Stock Exchange Inc.,USD,1.00,--
MU,MICRON TECHNOLOGY INC,Information Technology,Equity,"1,279,520,939.55",0.26,"1,279,520,939.55","11,908,059.00",107.45,United States,NASDAQ,USD,1.00,--
ETN,EATON PLC,Industrials,Equity,"1,259,168,733.20",0.26,"1,259,168,733.20","4,299,265.00",292.88,United States,New York Stock Exchange Inc.,USD,1.00,--
BLK,BLACKROCK INC,Financials,Equity,"1,256,525,743.54",0.26,"1,256,525,743.54","1,502,051.00",836.54,United States,New York Stock Exchange Inc.,USD,1.00,--
LRCX,LAM RESEARCH CORP,Information Technology,Equity,"1,243,055,921.72",0.25,"1,243,055,921.72","1,405,981.00",884.12,United States,NASDAQ,USD,1.00,--
REGN,REGENERON PHARMACEUTICALS INC,Health Care,Equity,"1,213,764,032.88",0.25,"1,213,764,032.88","1,140,552.00","1,064.19",United States,NASDAQ,USD,1.00,--
PLD,PROLOGIS REIT INC,Real Estate,Equity,"1,199,007,342.36",0.25,"1,199,007,342.36","9,956,052.00",120.43,United States,New York Stock Exchange Inc.,USD,1.00,--
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,"1,197,303,855.00",0.24,"1,197,303,855.00","2,296,325.00",521.40,United States,New York Stock Exchange Inc.,USD,1.00,--
SYK,STRYKER CORP,Health Care,Equity,"1,193,842,965.60",0.24,"1,193,842,965.60","3,645,990.00",327.44,United States,New York Stock Exchange Inc.,USD,1.00,--
ADI,ANALOG DEVICES INC,Information Technology,Equity,"1,178,100,084.00",0.24,"1,178,100,084.00","5,332,700.00",220.92,United States,NASDAQ,USD,1.00,--
BSX,BOSTON SCIENTIFIC CORP,Health Care,Equity,"1,174,019,188.02",0.24,"1,174,019,188.02","15,809,577.00",74.26,United States,New York Stock Exchange Inc.,USD,1.00,--
MMC,MARSH & MCLENNAN INC,Financials,Equity,"1,144,778,569.74",0.23,"1,144,778,569.74","5,298,429.00",216.06,United States,New York Stock Exchange Inc.,USD,1.00,--
BA,BOEING,Industrials,Equity,"1,143,925,117.35",0.23,"1,143,925,117.35","6,205,181.00",184.35,United States,New York Stock Exchange Inc.,USD,1.00,--
CB,CHUBB LTD,Financials,Equity,"1,142,366,108.36",0.23,"1,142,366,108.36","4,366,676.00",261.61,United States,New York Stock Exchange Inc.,USD,1.00,--
MDT,MEDTRONIC PLC,Health Care,Equity,"1,120,303,428.22",0.23,"1,120,303,428.22","14,278,657.00",78.46,United States,New York Stock Exchange Inc.,USD,1.00,--
PANW,PALO ALTO NETWORKS INC,Information Technology,Equity,"1,112,248,147.32",0.23,"1,112,248,147.32","3,474,364.00",320.13,United States,NASDAQ,USD,1.00,--
KLAC,KLA CORP,Information Technology,Equity,"1,104,403,946.10",0.23,"1,104,403,946.10","1,447,810.00",762.81,United States,NASDAQ,USD,1.00,--
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,Equity,"1,098,509,897.72",0.22,"1,098,509,897.72","4,401,434.00",249.58,United States,NASDAQ,USD,1.00,--
BX,BLACKSTONE INC,Financials,Equity,"1,076,031,576.84",0.22,"1,076,031,576.84","7,684,842.00",140.02,United States,New York Stock Exchange Inc.,USD,1.00,--
SCHW,CHARLES SCHWAB CORP,Financials,Equity,"1,063,410,733.44",0.22,"1,063,410,733.44","16,053,906.00",66.24,United States,New York Stock Exchange Inc.,USD,1.00,--
DE,DEERE,Industrials,Equity,"1,062,536,026.23",0.22,"1,062,536,026.23","2,783,767.00",381.69,United States,New York Stock Exchange Inc.,USD,1.00,--
AMT,AMERICAN TOWER REIT CORP,Real Estate,Equity,"1,054,142,039.04",0.22,"1,054,142,039.04","5,021,637.00",209.92,United States,New York Stock Exchange Inc.,USD,1.00,--
CI,CIGNA,Health Care,Equity,"1,042,133,762.05",0.21,"1,042,133,762.05","3,054,767.00",341.15,United States,New York Stock Exchange Inc.,USD,1.00,--
GILD,GILEAD SCIENCES INC,Health Care,Equity,"1,025,014,186.77",0.21,"1,025,014,186.77","13,397,127.00",76.51,United States,NASDAQ,USD,1.00,--
XTSLA,BLK CSH FND TREASURY SL AGENCY,Cash and/or Derivatives,Money Market,"1,012,098,359.39",0.21,"1,012,098,359.39","1,012,098,359.00",1.00,United States,--,USD,1.00,--
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,Equity,"996,759,096.48",0.20,"996,759,096.48","7,843,556.00",127.08,United States,New York Stock Exchange Inc.,USD,1.00,--
BMY,BRISTOL MYERS SQUIBB,Health Care,Equity,"986,807,863.98",0.20,"986,807,863.98","21,798,274.00",45.27,United States,New York Stock Exchange Inc.,USD,1.00,--
FI,FISERV INC,Financials,Equity,"981,587,150.22",0.20,"981,587,150.22","6,291,822.00",156.01,United States,New York Stock Exchange Inc.,USD,1.00,--
TMUS,T MOBILE US INC,Communication,Equity,"971,100,684.54",0.20,"971,100,684.54","5,544,711.00",175.14,United States,NASDAQ,USD,1.00,--
SO,SOUTHERN,Utilities,Equity,"960,176,653.50",0.20,"960,176,653.50","11,758,225.00",81.66,United States,New York Stock Exchange Inc.,USD,1.00,--
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,Equity,"957,622,571.61",0.20,"957,622,571.61","14,424,199.00",66.39,United States,NASDAQ,USD,1.00,--
NKE,NIKE INC CLASS B,Consumer Discretionary,Equity,"930,290,061.68",0.19,"930,290,061.68","13,027,448.00",71.41,United States,New York Stock Exchange Inc.,USD,1.00,--
MO,ALTRIA GROUP INC,Consumer Staples,Equity,"919,826,119.20",0.19,"919,826,119.20","18,470,404.00",49.80,United States,New York Stock Exchange Inc.,USD,1.00,--
ICE,INTERCONTINENTAL EXCHANGE INC,Financials,Equity,"919,206,458.87",0.19,"919,206,458.87","6,167,929.00",149.03,United States,New York Stock Exchange Inc.,USD,1.00,--
SBUX,STARBUCKS CORP,Consumer Discretionary,Equity,"893,070,080.76",0.18,"893,070,080.76","12,180,443.00",73.32,United States,NASDAQ,USD,1.00,--
DUK,DUKE ENERGY CORP,Utilities,Equity,"892,652,809.40",0.18,"892,652,809.40","8,299,115.00",107.56,United States,New York Stock Exchange Inc.,USD,1.00,--
ZTS,ZOETIS INC CLASS A,Health Care,Equity,"886,971,063.24",0.18,"886,971,063.24","4,906,899.00",180.76,United States,New York Stock Exchange Inc.,USD,1.00,--
SNPS,SYNOPSYS INC,Information Technology,Equity,"883,741,069.12",0.18,"883,741,069.12","1,640,446.00",538.72,United States,NASDAQ,USD,1.00,--
SHW,SHERWIN WILLIAMS,Materials,Equity,"859,751,979.58",0.18,"859,751,979.58","2,508,467.00",342.74,United States,New York Stock Exchange Inc.,USD,1.00,--
ANET,ARISTA NETWORKS INC,Information Technology,Equity,"857,382,687.00",0.18,"857,382,687.00","2,729,475.00",314.12,United States,New York Stock Exchange Inc.,USD,1.00,--
CL,COLGATE-PALMOLIVE,Consumer Staples,Equity,"851,284,858.31",0.17,"851,284,858.31","8,822,519.00",96.49,United States,New York Stock Exchange Inc.,USD,1.00,--
KKR,KKR AND CO INC,Financials,Equity,"835,290,202.12",0.17,"835,290,202.12","7,156,972.00",116.71,United States,New York Stock Exchange Inc.,USD,1.00,--
MCK,MCKESSON CORP,Health Care,Equity,"832,647,650.89",0.17,"832,647,650.89","1,397,693.00",595.73,United States,New York Stock Exchange Inc.,USD,1.00,--
APH,AMPHENOL CORP CLASS A,Information Technology,Equity,"797,767,074.88",0.16,"797,767,074.88","12,917,213.00",61.76,United States,New York Stock Exchange Inc.,USD,1.00,--
CVS,CVS HEALTH CORP,Health Care,Equity,"791,751,715.95",0.16,"791,751,715.95","13,499,603.00",58.65,United States,New York Stock Exchange Inc.,USD,1.00,--
EOG,EOG RESOURCES INC,Energy,Equity,"785,124,858.56",0.16,"785,124,858.56","6,180,139.00",127.04,United States,New York Stock Exchange Inc.,USD,1.00,--
EQIX,EQUINIX REIT INC,Real Estate,Equity,"785,021,618.13",0.16,"785,021,618.13","1,020,423.00",769.31,United States,NASDAQ,USD,1.00,--
WM,WASTE MANAGEMENT INC,Industrials,Equity,"784,646,215.92",0.16,"784,646,215.92","3,924,801.00",199.92,United States,New York Stock Exchange Inc.,USD,1.00,--
TT,TRANE TECHNOLOGIES PLC,Industrials,Equity,"784,336,001.86",0.16,"784,336,001.86","2,434,163.00",322.22,United States,New York Stock Exchange Inc.,USD,1.00,--
CME,CME GROUP INC CLASS A,Financials,Equity,"771,966,462.30",0.16,"771,966,462.30","3,871,835.00",199.38,United States,NASDAQ,USD,1.00,--
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,Equity,"770,190,840.00",0.16,"770,190,840.00","4,278,838.00",180.00,United States,New York Stock Exchange Inc.,USD,1.00,--
