Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Accrual Date
USB,US BANCORP,Financials,Equity,"756,632,068.65",0.15,"756,632,068.65","16,780,485.00",45.09,United States,New York Stock Exchange Inc.,USD,1.00,--
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,Equity,"756,124,007.14",0.15,"756,124,007.14","2,926,403.00",258.38,United States,NASDAQ,USD,1.00,--
PH,PARKER-HANNIFIN CORP,Industrials,Equity,"753,430,169.43",0.15,"753,430,169.43","1,382,111.00",545.13,United States,New York Stock Exchange Inc.,USD,1.00,--
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,Equity,"750,469,053.18",0.15,"750,469,053.18","14,767,199.00",50.82,United States,New York Stock Exchange Inc.,USD,1.00,--
SLB,SCHLUMBERGER NV,Energy,Equity,"741,318,105.71",0.15,"741,318,105.71","15,370,477.00",48.23,United States,New York Stock Exchange Inc.,USD,1.00,--
TDG,TRANSDIGM GROUP INC,Industrials,Equity,"739,080,121.42",0.15,"739,080,121.42","601,651.00","1,228.42",United States,New York Stock Exchange Inc.,USD,1.00,--
MCO,MOODYS CORP,Financials,Equity,"738,248,322.24",0.15,"738,248,322.24","1,688,544.00",437.21,United States,New York Stock Exchange Inc.,USD,1.00,--
HCA,HCA HEALTHCARE INC,Health Care,Equity,"735,247,875.05",0.15,"735,247,875.05","2,084,095.00",352.79,United States,New York Stock Exchange Inc.,USD,1.00,--
TGT,TARGET CORP,Consumer Staples,Equity,"727,764,516.03",0.15,"727,764,516.03","4,974,807.00",146.29,United States,New York Stock Exchange Inc.,USD,1.00,--
FDX,FEDEX CORP,Industrials,Equity,"726,950,797.08",0.15,"726,950,797.08","2,434,612.00",298.59,United States,New York Stock Exchange Inc.,USD,1.00,--
BDX,BECTON DICKINSON,Health Care,Equity,"723,439,037.94",0.15,"723,439,037.94","3,107,823.00",232.78,United States,New York Stock Exchange Inc.,USD,1.00,--
ITW,ILLINOIS TOOL INC,Industrials,Equity,"712,024,075.78",0.15,"712,024,075.78","2,920,166.00",243.83,United States,New York Stock Exchange Inc.,USD,1.00,--
GD,GENERAL DYNAMICS CORP,Industrials,Equity,"711,381,211.46",0.15,"711,381,211.46","2,444,777.00",290.98,United States,New York Stock Exchange Inc.,USD,1.00,--
CSX,CSX CORP,Industrials,Equity,"706,344,172.80",0.14,"706,344,172.80","21,022,148.00",33.60,United States,NASDAQ,USD,1.00,--
EMR,EMERSON ELECTRIC,Industrials,Equity,"704,948,971.16",0.14,"704,948,971.16","6,151,924.00",114.59,United States,New York Stock Exchange Inc.,USD,1.00,--
NOC,NORTHROP GRUMMAN CORP,Industrials,Equity,"703,967,543.73",0.14,"703,967,543.73","1,495,989.00",470.57,United States,New York Stock Exchange Inc.,USD,1.00,--
CTAS,CINTAS CORP,Industrials,Equity,"699,977,473.96",0.14,"699,977,473.96","927,319.00",754.84,United States,NASDAQ,USD,1.00,--
AON,AON PLC CLASS A,Financials,Equity,"698,950,780.05",0.14,"698,950,780.05","2,338,019.00",298.95,United States,New York Stock Exchange Inc.,USD,1.00,--
WELL,WELLTOWER INC,Real Estate,Equity,"697,561,624.68",0.14,"697,561,624.68","6,429,732.00",108.49,United States,New York Stock Exchange Inc.,USD,1.00,--
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,Equity,"692,140,995.91",0.14,"692,140,995.91","633,301.00","1,092.91",United States,NASDAQ,USD,1.00,"Jan 01, 1970"
MSI,MOTOROLA SOLUTIONS INC,Information Technology,Equity,"691,648,620.30",0.14,"691,648,620.30","1,793,462.00",385.65,United States,New York Stock Exchange Inc.,USD,1.00,--
FCX,FREEPORT MCMORAN INC,Materials,Equity,"687,868,580.71",0.14,"687,868,580.71","15,447,307.00",44.53,United States,New York Stock Exchange Inc.,USD,1.00,--
NXPI,NXP SEMICONDUCTORS NV,Information Technology,Equity,"680,514,884.44",0.14,"680,514,884.44","2,749,444.00",247.51,United States,NASDAQ,USD,1.00,--
ECL,ECOLAB INC,Materials,Equity,"665,922,292.68",0.14,"665,922,292.68","2,732,998.00",243.66,United States,New York Stock Exchange Inc.,USD,1.00,--
ABNB,AIRBNB INC CLASS A,Consumer Discretionary,Equity,"664,826,172.23",0.14,"664,826,172.23","4,747,741.00",140.03,United States,NASDAQ,USD,1.00,--
MPC,MARATHON PETROLEUM CORP,Energy,Equity,"649,791,891.00",0.13,"649,791,891.00","3,788,874.00",171.50,United States,New York Stock Exchange Inc.,USD,1.00,--
PSX,PHILLIPS,Energy,Equity,"649,684,278.68",0.13,"649,684,278.68","4,558,868.00",142.51,United States,New York Stock Exchange Inc.,USD,1.00,--
AJG,ARTHUR J GALLAGHER,Financials,Equity,"643,727,035.22",0.13,"643,727,035.22","2,349,626.00",273.97,United States,New York Stock Exchange Inc.,USD,1.00,--
PYPL,PAYPAL HOLDINGS INC,Financials,Equity,"643,637,911.16",0.13,"643,637,911.16","11,248,478.00",57.22,United States,NASDAQ,USD,1.00,--
TFC,TRUIST FINANCIAL CORP,Financials,Equity,"634,846,783.16",0.13,"634,846,783.16","14,389,093.00",44.12,United States,New York Stock Exchange Inc.,USD,1.00,--
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,Equity,"630,398,997.15",0.13,"630,398,997.15","2,480,421.00",254.15,United States,NASDAQ,USD,1.00,--
ROP,ROPER TECHNOLOGIES INC,Information Technology,Equity,"622,670,945.33",0.13,"622,670,945.33","1,151,197.00",540.89,United States,NASDAQ,USD,1.00,--
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,Equity,"618,271,678.08",0.13,"618,271,678.08","2,390,472.00",258.64,United States,New York Stock Exchange Inc.,USD,1.00,--
MMM,3M,Industrials,Equity,"615,218,162.79",0.13,"615,218,162.79","5,950,461.00",103.39,United States,New York Stock Exchange Inc.,USD,1.00,--
COF,CAPITAL ONE FINANCIAL CORP,Financials,Equity,"608,473,080.54",0.12,"608,473,080.54","4,108,806.00",148.09,United States,New York Stock Exchange Inc.,USD,1.00,--
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,Equity,"603,091,128.75",0.12,"603,091,128.75","2,580,069.00",233.75,United States,NASDAQ,USD,1.00,--
CARR,CARRIER GLOBAL CORP,Industrials,Equity,"584,175,739.38",0.12,"584,175,739.38","9,010,886.00",64.83,United States,New York Stock Exchange Inc.,USD,1.00,--
CEG,CONSTELLATION ENERGY CORP,Utilities,Equity,"577,757,018.28",0.12,"577,757,018.28","3,389,996.00",170.43,United States,NASDAQ,USD,1.00,--
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,Equity,"573,225,031.50",0.12,"573,225,031.50","2,688,925.00",213.18,United States,New York Stock Exchange Inc.,USD,1.00,--
NEM,NEWMONT,Materials,Equity,"566,688,820.10",0.12,"566,688,820.10","12,400,193.00",45.70,United States,New York Stock Exchange Inc.,USD,1.00,--
AZO,AUTOZONE INC,Consumer Discretionary,Equity,"563,687,676.72",0.12,"563,687,676.72","185,976.00","3,030.97",United States,New York Stock Exchange Inc.,USD,1.00,--
ADSK,AUTODESK INC,Information Technology,Equity,"557,186,650.74",0.11,"557,186,650.74","2,300,238.00",242.23,United States,NASDAQ,USD,1.00,--
VLO,VALERO ENERGY CORP,Energy,Equity,"552,085,476.00",0.11,"552,085,476.00","3,516,468.00",157.00,United States,New York Stock Exchange Inc.,USD,1.00,--
DHI,D R HORTON INC,Consumer Discretionary,Equity,"550,396,454.30",0.11,"550,396,454.30","3,187,009.00",172.70,United States,New York Stock Exchange Inc.,USD,1.00,--
PCAR,PACCAR INC,Industrials,Equity,"550,113,225.60",0.11,"550,113,225.60","5,636,406.00",97.60,United States,NASDAQ,USD,1.00,--
WMB,WILLIAMS INC,Energy,Equity,"548,082,799.56",0.11,"548,082,799.56","13,105,758.00",41.82,United States,New York Stock Exchange Inc.,USD,1.00,--
AEP,AMERICAN ELECTRIC POWER INC,Utilities,Equity,"543,268,081.60",0.11,"543,268,081.60","5,668,490.00",95.84,United States,NASDAQ,USD,1.00,--
NSC,NORFOLK SOUTHERN CORP,Industrials,Equity,"541,474,475.40",0.11,"541,474,475.40","2,429,226.00",222.90,United States,New York Stock Exchange Inc.,USD,1.00,--
GM,GENERAL MOTORS,Consumer Discretionary,Equity,"541,442,929.23",0.11,"541,442,929.23","12,269,271.00",44.13,United States,New York Stock Exchange Inc.,USD,1.00,--
URI,UNITED RENTALS INC,Industrials,Equity,"540,191,960.88",0.11,"540,191,960.88","716,188.00",754.26,United States,New York Stock Exchange Inc.,USD,1.00,--
O,REALTY INCOME REIT CORP,Real Estate,Equity,"537,106,879.68",0.11,"537,106,879.68","9,363,788.00",57.36,United States,New York Stock Exchange Inc.,USD,1.00,--
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,Equity,"537,040,813.75",0.11,"537,040,813.75","7,136,755.00",75.25,United States,New York Stock Exchange Inc.,USD,1.00,--
SRE,SEMPRA,Utilities,Equity,"531,298,827.12",0.11,"531,298,827.12","6,805,416.00",78.07,United States,New York Stock Exchange Inc.,USD,1.00,--
AFL,AFLAC INC,Financials,Equity,"523,355,860.04",0.11,"523,355,860.04","5,560,517.00",94.12,United States,New York Stock Exchange Inc.,USD,1.00,--
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,Equity,"523,109,973.96",0.11,"523,109,973.96","3,503,516.00",149.31,United States,New York Stock Exchange Inc.,USD,1.00,--
BK,BANK OF NEW YORK MELLON CORP,Financials,Equity,"521,177,068.15",0.11,"521,177,068.15","8,041,615.00",64.81,United States,New York Stock Exchange Inc.,USD,1.00,--
TRV,TRAVELERS COMPANIES INC,Financials,Equity,"515,205,232.01",0.11,"515,205,232.01","2,462,387.00",209.23,United States,New York Stock Exchange Inc.,USD,1.00,--
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,Equity,"514,246,288.67",0.11,"514,246,288.67","3,489,491.00",147.37,United States,New York Stock Exchange Inc.,USD,1.00,--
OKE,ONEOK INC,Energy,Equity,"510,877,307.60",0.10,"510,877,307.60","6,276,134.00",81.40,United States,New York Stock Exchange Inc.,USD,1.00,--
KMB,KIMBERLY CLARK CORP,Consumer Staples,Equity,"510,778,779.29",0.10,"510,778,779.29","3,620,747.00",141.07,United States,New York Stock Exchange Inc.,USD,1.00,--
TEL,TE CONNECTIVITY LTD,Information Technology,Equity,"508,891,411.22",0.10,"508,891,411.22","3,292,943.00",154.54,United States,New York Stock Exchange Inc.,USD,1.00,--
ROST,ROSS STORES INC,Consumer Discretionary,Equity,"508,822,481.27",0.10,"508,822,481.27","3,605,857.00",141.11,United States,NASDAQ,USD,1.00,--
PSA,PUBLIC STORAGE REIT,Real Estate,Equity,"501,645,353.68",0.10,"501,645,353.68","1,700,954.00",294.92,United States,New York Stock Exchange Inc.,USD,1.00,--
HUM,HUMANA INC,Health Care,Equity,"500,733,441.60",0.10,"500,733,441.60","1,295,894.00",386.40,United States,New York Stock Exchange Inc.,USD,1.00,--
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,Equity,"496,211,685.39",0.10,"496,211,685.39","2,039,757.00",243.27,United States,New York Stock Exchange Inc.,USD,1.00,--
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,"494,124,465.34",0.10,"494,124,465.34","5,811,178.00",85.03,United States,NASDAQ,USD,1.00,--
CCI,CROWN CASTLE INC,Real Estate,Equity,"493,116,468.33",0.10,"493,116,468.33","4,672,761.00",105.53,United States,New York Stock Exchange Inc.,USD,1.00,--
MET,METLIFE INC,Financials,Equity,"483,808,303.72",0.10,"483,808,303.72","6,423,371.00",75.32,United States,New York Stock Exchange Inc.,USD,1.00,--
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Equity,"483,345,634.08",0.10,"483,345,634.08","7,244,389.00",66.72,United States,New York Stock Exchange Inc.,USD,1.00,--
PRU,PRUDENTIAL FINANCIAL INC,Financials,Equity,"475,202,361.81",0.10,"475,202,361.81","3,860,609.00",123.09,United States,New York Stock Exchange Inc.,USD,1.00,--
CPRT,COPART INC,Industrials,Equity,"474,478,017.78",0.10,"474,478,017.78","9,408,646.00",50.43,United States,NASDAQ,USD,1.00,--
AMP,AMERIPRISE FINANCE INC,Financials,Equity,"471,728,293.52",0.10,"471,728,293.52","1,068,056.00",441.67,United States,New York Stock Exchange Inc.,USD,1.00,--
GEV,GE VERNOVA INC,Industrials,Equity,"471,575,040.00",0.10,"471,575,040.00","2,947,344.00",160.00,United States,New York Stock Exchange Inc.,USD,1.00,--
D,DOMINION ENERGY INC,Utilities,Equity,"471,418,549.70",0.10,"471,418,549.70","9,013,739.00",52.30,United States,New York Stock Exchange Inc.,USD,1.00,--
F,FORD MOTOR CO,Consumer Discretionary,Equity,"470,613,852.00",0.10,"470,613,852.00","42,169,700.00",11.16,United States,New York Stock Exchange Inc.,USD,1.00,--
ALL,ALLSTATE CORP,Financials,Equity,"469,403,049.80",0.10,"469,403,049.80","2,837,987.00",165.40,United States,New York Stock Exchange Inc.,USD,1.00,--
DXCM,DEXCOM INC,Health Care,Equity,"461,230,231.50",0.09,"461,230,231.50","4,276,590.00",107.85,United States,NASDAQ,USD,1.00,--
MSCI,MSCI INC,Financials,Equity,"458,495,178.69",0.09,"458,495,178.69","851,889.00",538.21,United States,New York Stock Exchange Inc.,USD,1.00,--
IQV,IQVIA HOLDINGS INC,Health Care,Equity,"455,091,418.08",0.09,"455,091,418.08","1,959,152.00",232.29,United States,New York Stock Exchange Inc.,USD,1.00,--
LEN,LENNAR A CORP,Consumer Discretionary,Equity,"451,020,662.08",0.09,"451,020,662.08","2,633,236.00",171.28,United States,New York Stock Exchange Inc.,USD,1.00,--
GWW,WW GRAINGER INC,Industrials,Equity,"448,665,183.75",0.09,"448,665,183.75","470,225.00",954.15,United States,New York Stock Exchange Inc.,USD,1.00,--
FIS,FIDELITY NATIONAL INFORMATION SERV,Financials,Equity,"445,690,878.75",0.09,"445,690,878.75","5,981,625.00",74.51,United States,New York Stock Exchange Inc.,USD,1.00,--
HES,HESS CORP,Energy,Equity,"445,342,361.85",0.09,"445,342,361.85","2,971,921.00",149.85,United States,New York Stock Exchange Inc.,USD,1.00,--
KMI,KINDER MORGAN INC,Energy,Equity,"437,975,579.37",0.09,"437,975,579.37","20,786,691.00",21.07,United States,New York Stock Exchange Inc.,USD,1.00,--
OXY,OCCIDENTAL PETROLEUM CORP,Energy,Equity,"432,844,400.71",0.09,"432,844,400.71","7,150,907.00",60.53,United States,New York Stock Exchange Inc.,USD,1.00,--
STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Staples,Equity,"431,764,811.14",0.09,"431,764,811.14","1,731,353.00",249.38,United States,New York Stock Exchange Inc.,USD,1.00,--
MRNA,MODERNA INC,Health Care,Equity,"431,668,073.20",0.09,"431,668,073.20","3,585,283.00",120.40,United States,NASDAQ,USD,1.00,--
PAYX,PAYCHEX INC,Industrials,Equity,"427,131,804.66",0.09,"427,131,804.66","3,445,167.00",123.98,United States,NASDAQ,USD,1.00,--
A,AGILENT TECHNOLOGIES INC,Health Care,Equity,"425,354,105.24",0.09,"425,354,105.24","3,151,238.00",134.98,United States,New York Stock Exchange Inc.,USD,1.00,--
FAST,FASTENAL,Industrials,Equity,"425,199,381.36",0.09,"425,199,381.36","6,156,956.00",69.06,United States,NASDAQ,USD,1.00,--
VRSK,VERISK ANALYTICS INC,Industrials,Equity,"423,308,127.90",0.09,"423,308,127.90","1,534,281.00",275.90,United States,NASDAQ,USD,1.00,--
IR,INGERSOLL RAND INC,Industrials,Equity,"420,552,087.68",0.09,"420,552,087.68","4,338,272.00",96.94,United States,New York Stock Exchange Inc.,USD,1.00,--
AME,AMETEK INC,Industrials,Equity,"419,477,456.20",0.09,"419,477,456.20","2,489,185.00",168.52,United States,New York Stock Exchange Inc.,USD,1.00,--
FICO,FAIR ISAAC CORP,Information Technology,Equity,"419,179,532.60",0.09,"419,179,532.60","265,820.00","1,576.93",United States,New York Stock Exchange Inc.,USD,1.00,--
IDXX,IDEXX LABORATORIES INC,Health Care,Equity,"417,988,315.36",0.09,"417,988,315.36","888,052.00",470.68,United States,NASDAQ,USD,1.00,--
RSG,REPUBLIC SERVICES INC,Industrials,Equity,"416,804,366.36",0.09,"416,804,366.36","2,201,354.00",189.34,United States,New York Stock Exchange Inc.,USD,1.00,--
CMI,CUMMINS INC,Industrials,Equity,"416,469,162.63",0.09,"416,469,162.63","1,470,739.00",283.17,United States,New York Stock Exchange Inc.,USD,1.00,--
CTVA,CORTEVA INC,Materials,Equity,"414,322,826.08",0.08,"414,322,826.08","7,494,986.00",55.28,United States,New York Stock Exchange Inc.,USD,1.00,--
PCG,PG&E CORP,Utilities,Equity,"414,110,267.84",0.08,"414,110,267.84","22,980,592.00",18.02,United States,New York Stock Exchange Inc.,USD,1.00,--
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Equity,"413,436,819.60",0.08,"413,436,819.60","523,404.00",789.90,United States,NASDAQ,USD,1.00,--
NUE,NUCOR CORP,Materials,Equity,"404,856,128.46",0.08,"404,856,128.46","2,578,373.00",157.02,United States,New York Stock Exchange Inc.,USD,1.00,--
OTIS,OTIS WORLDWIDE CORP,Industrials,Equity,"404,494,160.91",0.08,"404,494,160.91","4,347,997.00",93.03,United States,New York Stock Exchange Inc.,USD,1.00,--
COR,CENCORA INC,Health Care,Equity,"404,057,760.08",0.08,"404,057,760.08","1,779,128.00",227.11,United States,New York Stock Exchange Inc.,USD,1.00,--
DOW,DOW INC,Materials,Equity,"399,639,174.55",0.08,"399,639,174.55","7,561,763.00",52.85,United States,New York Stock Exchange Inc.,USD,1.00,--
GIS,GENERAL MILLS INC,Consumer Staples,Equity,"399,645,767.08",0.08,"399,645,767.08","6,070,876.00",65.83,United States,New York Stock Exchange Inc.,USD,1.00,--
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,Equity,"397,629,217.28",0.08,"397,629,217.28","5,355,997.00",74.24,United States,New York Stock Exchange Inc.,USD,1.00,--
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Equity,"394,116,468.90",0.08,"394,116,468.90","1,915,977.00",205.70,United States,NASDAQ,USD,1.00,--
EXC,EXELON CORP,Utilities,Equity,"392,295,377.28",0.08,"392,295,377.28","10,753,711.00",36.48,United States,NASDAQ,USD,1.00,--
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,Equity,"391,881,562.82",0.08,"391,881,562.82","5,352,842.00",73.21,United States,NASDAQ,USD,1.00,--
PWR,QUANTA SERVICES INC,Industrials,Equity,"391,663,017.45",0.08,"391,663,017.45","1,574,145.00",248.81,United States,New York Stock Exchange Inc.,USD,1.00,--
FTNT,FORTINET INC,Information Technology,Equity,"390,759,008.09",0.08,"390,759,008.09","6,818,339.00",57.31,United States,NASDAQ,USD,1.00,--
CNC,CENTENE CORP,Health Care,Equity,"387,238,140.20",0.08,"387,238,140.20","5,745,373.00",67.40,United States,New York Stock Exchange Inc.,USD,1.00,--
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,Equity,"387,048,544.74",0.08,"387,048,544.74","2,546,037.00",152.02,United States,New York Stock Exchange Inc.,USD,1.00,--
EW,EDWARDS LIFESCIENCES CORP,Health Care,Equity,"386,865,910.20",0.08,"386,865,910.20","6,480,166.00",59.70,United States,New York Stock Exchange Inc.,USD,1.00,--
SYY,SYSCO CORP,Consumer Staples,Equity,"386,197,623.72",0.08,"386,197,623.72","5,354,931.00",72.12,United States,New York Stock Exchange Inc.,USD,1.00,--
IT,GARTNER INC,Information Technology,Equity,"385,637,836.68",0.08,"385,637,836.68","834,732.00",461.99,United States,New York Stock Exchange Inc.,USD,1.00,--
YUM,YUM BRANDS INC,Consumer Discretionary,Equity,"385,031,765.98",0.08,"385,031,765.98","3,028,646.00",127.13,United States,New York Stock Exchange Inc.,USD,1.00,--
KR,KROGER,Consumer Staples,Equity,"383,732,523.54",0.08,"383,732,523.54","7,198,134.00",53.31,United States,New York Stock Exchange Inc.,USD,1.00,--
FANG,DIAMONDBACK ENERGY INC,Energy,Equity,"383,172,044.40",0.08,"383,172,044.40","1,917,778.00",199.80,United States,NASDAQ,USD,1.00,--
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,"381,984,494.10",0.08,"381,984,494.10","7,624,441.00",50.10,United States,NASDAQ,USD,1.00,--
BKR,BAKER HUGHES CLASS A,Energy,Equity,"381,843,741.66",0.08,"381,843,741.66","10,731,977.00",35.58,United States,NASDAQ,USD,1.00,--
DFS,DISCOVER FINANCIAL SERVICES,Financials,Equity,"381,633,327.40",0.08,"381,633,327.40","2,694,770.00",141.62,United States,New York Stock Exchange Inc.,USD,1.00,--
ACGL,ARCH CAPITAL GROUP LTD,Financials,Equity,"379,901,955.44",0.08,"379,901,955.44","4,021,616.00",94.47,United States,NASDAQ,USD,1.00,--
SMCI,SUPER MICRO COMPUTER INC,Information Technology,Equity,"376,546,909.59",0.08,"376,546,909.59","541,319.00",695.61,United States,NASDAQ,USD,1.00,--
KVUE,KENVUE INC,Consumer Staples,Equity,"375,637,833.75",0.08,"375,637,833.75","20,582,895.00",18.25,United States,New York Stock Exchange Inc.,USD,1.00,--
KDP,KEURIG DR PEPPER INC,Consumer Staples,Equity,"372,760,464.24",0.08,"372,760,464.24","11,224,344.00",33.21,United States,NASDAQ,USD,1.00,--
EA,ELECTRONIC ARTS INC,Communication,Equity,"370,882,154.00",0.08,"370,882,154.00","2,615,530.00",141.80,United States,NASDAQ,USD,1.00,--
